recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score
skip_existing_or_refresh_only,52.0,FashionPass,fashionpass.com,unknown,unknown,yes,general_womenswear,Clothing,Clothing,100.00,0.10,51.6863,no,yes,US,https://www.fashionpass.com,,yes,yes,no,no,not_probed,,65982,20.0
do_not_prioritize_now,52.0,Baja Llama,bajallama.com,unknown,no,no,,Clothing,Clothing,62.16,0.73,39.805,yes,yes,US,https://bajallama.com,,no,no,no,no,not_probed,,97735,0.0
do_not_prioritize_now,51.9,"Island Importer, Inc.",islandimporter.com,unknown,no,no,,Clothing,Clothing,85.37,0.49,47.3502,yes,yes,US,https://www.islandimporter.com,,no,no,no,no,not_probed,,43445,0.0
do_not_prioritize_now,51.9,Baserange,baserange.com,unknown,no,no,,Clothing,Clothing|Clothing Accessories,68.66,1.16,71.609,yes,no,FR,https://baserange.com/,,no,no,no,no,not_probed,,26518,0.0
do_not_prioritize_now,51.8,Fame On central,fameoncentral.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.09,51.646,no,yes,US,https://fameoncentral.com,,no,no,no,no,not_probed,,51955,20.0
do_not_prioritize_now,51.8,Merrick's Art,merrickwhite.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.09,0,no,yes,US,https://merrickwhite.com,,no,no,no,no,not_probed,,44091,20.0
do_not_prioritize_now,51.8,Campbell&Kramer,campbellandkramer.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.09,0,no,yes,US,https://campbellandkramer.com,,no,no,no,no,not_probed,,103245,20.0
do_not_prioritize_now,51.8,JJwinks,jjwinks.com,unknown,no,no,,Clothing,Clothing,100.00,0.34,63.5581,yes,yes,US,https://jjwinks.com,,no,no,no,no,not_probed,,59203,0.0
do_not_prioritize_now,51.8,Place of Ëlms (US),placeofelms.com,unknown,no,no,,Clothing,Clothing|Clothing Accessories|Menswear,100.00,0.84,55.084,yes,no,US,https://placeofelms.com/,,no,no,no,no,not_probed,,112428,0.0
skip_existing_or_refresh_only,51.8,rotita.com,rotita.com,unknown,unknown,no,,Clothing,Clothing,100.00,0.34,55.1506,yes,yes,US,https://www.rotita.com,,yes,yes,no,no,not_probed,,88569,0.0
do_not_prioritize_now,51.8,La Saison Sportive,lasaisonsportive.com,unknown,no,no,,Clothing,Clothing,100.00,1.09,54.6331,no,yes,US,https://www.lasaisonsportive.com,,no,no,no,no,not_probed,,41554,0.0
do_not_prioritize_now,51.6,Madison Mathews,madison-mathews.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.08,51.8389,no,yes,US,https://madison-mathews.com,,no,no,no,no,not_probed,,42050,20.0
do_not_prioritize_now,51.6,Topicgirl,topicgirl.co,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.08,53.3215,no,yes,US,https://topicgirl.co,,no,no,no,no,not_probed,,107820,20.0
do_not_prioritize_now,51.4,Redstar gb ltd (Stormdesire),stormdesire.com,unknown,no,no,,Clothing,Clothing,100.00,0.32,61.6988,yes,yes,US,https://www.stormdesire.com,,no,no,no,no,not_probed,,76486,0.0
do_not_prioritize_now,51.4,PurelyAlpaca,purelyalpaca.com,unknown,no,no,,Clothing,Clothing,93.75,0.38,0,yes,yes,US,https://purelyalpaca.com,,no,no,no,no,not_probed,,88827,0.0
do_not_prioritize_now,51.3,Threaded Pear,threadedpear.com,unknown,no,no,,Clothing,Clothing,95.38,0.36,63.25,yes,yes,US,https://www.threadedpear.com,,no,no,no,no,not_probed,,59473,0.0
do_not_prioritize_now,51.2,Lime Lush,limelush.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.06,57.2586,no,yes,US,https://www.limelush.com,,no,no,no,no,not_probed,,98273,20.0
do_not_prioritize_now,51.2,Vintage Souls,vintagesouls.com,unknown,no,no,,Clothing,Clothing,100.00,1.06,0,no,yes,US,https://vintagesouls.com,,no,no,no,no,not_probed,,79106,0.0
do_not_prioritize_now,51.2,Vermont Glove,vermontglove.com,unknown,no,no,,Clothing,Clothing,100.00,1.06,60.1429,no,yes,US,https://vermontglove.com,,no,no,no,no,not_probed,,49453,0.0
do_not_prioritize_now,51.2,Coudstyle,cloudstyle.com,unknown,no,no,,Clothing,Clothing,100.00,0.31,55.2688,yes,yes,US,https://www.cloudstyle.com,,no,no,no,no,not_probed,,39726,0.0
do_not_prioritize_now,51.2,Sheec Socks,sheecsocks.com,unknown,no,no,,Clothing,Clothing,100.00,0.31,57.9066,yes,yes,US,https://sheecsocks.com,,no,no,no,no,not_probed,,93859,0.0
do_not_prioritize_now,51.1,Their Nibs UK,theirnibs.com,unknown,no,yes,general_womenswear,Clothing,Clothing,70.44,0.10,33.8054,yes,no,GB,https://www.theirnibs.com/,,no,no,no,no,not_probed,,121378,20.0
do_not_prioritize_now,51.0,Booty by Brabants,bootybybrabants.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.05,51.4116,no,yes,US,https://bootybybrabants.com,,no,no,no,no,not_probed,,37184,20.0
do_not_prioritize_now,51.0,Gold Hinge,goldhinge.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.05,77.9145,no,yes,US,https://www.goldhinge.com,,no,no,no,no,not_probed,,71357,20.0
do_not_prioritize_now,51.0,BELLA TU,bella-tu.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.05,51.799,no,yes,US,https://BELLA-TU.COM,,no,no,no,no,not_probed,,39074,20.0
do_not_prioritize_now,51.0,"Glam and Gloria, LLC",pretty-attitude.com,unknown,no,no,,Clothing,Clothing|Clothing Accessories,100.00,0.30,60.485,yes,yes,US,https://www.pretty-attitude.com,,no,no,no,no,not_probed,,89011,0.0
do_not_prioritize_now,51.0,Attraco,attracosports.com,unknown,no,no,,Clothing,Clothing,100.00,0.30,57.958,yes,yes,US,https://attracosports.com,,no,no,no,no,not_probed,,95611,0.0
do_not_prioritize_now,51.0,Aday,thisisaday.com,unknown,no,no,,Clothing,Clothing,100.00,0.30,0,yes,yes,US,https://www.thisisaday.com,,no,no,no,no,not_probed,,89237,0.0
do_not_prioritize_now,50.8,Lauriebelles,lauriebelles.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.04,51.4538,no,yes,US,https://www.lauriebelles.com,,no,no,no,no,not_probed,,43277,20.0
do_not_prioritize_now,50.8,AnaOno,anaono.com,unknown,no,no,,Clothing,Clothing,100.00,0.29,54.9774,yes,yes,US,https://www.anaono.com,,no,no,no,no,not_probed,,91075,0.0
do_not_prioritize_now,50.8,Plenty,getplenty.com,unknown,no,no,,Clothing,Clothing,100.00,0.29,0,yes,yes,US,https://www.getplenty.com,,no,no,no,no,not_probed,,79646,0.0
do_not_prioritize_now,50.7,Shop Kristin Jones,shopkristinjones.com,unknown,no,yes,general_womenswear,Clothing,Clothing,99.62,0.04,63.3894,no,yes,US,https://shopkristinjones.com,,no,no,no,no,not_probed,,97981,20.0
do_not_prioritize_now,50.7,Nootkas,nootkas.com,unknown,no,no,,Clothing,Clothing,78.57,1.78,0,no,yes,US,https://www.nootkas.com,,no,no,no,no,not_probed,,91561,0.0
do_not_prioritize_now,50.7,Reistor (US),reistor.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing Accessories|Womenswear,78.38,1.00,62.121,yes,no,US,https://reistor.com/,,no,no,no,no,not_probed,,117483,0.0
do_not_prioritize_now,50.6,Isola Rancho Santa Fe,isolaranchosantafe.com,unknown,no,no,,Clothing,Clothing,77.78,3.58,64.6916,no,yes,US,https://isolaranchosantafe.com,,no,no,no,no,not_probed,,102915,0.0
do_not_prioritize_now,50.4,DM Fashion,dmfashion.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.02,0,no,yes,US,https://dmfashion.com,,no,no,no,no,not_probed,,33801,20.0
do_not_prioritize_now,50.4,Vermillion,vermillionstyle.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.02,0,no,yes,US,https://vermillionstyle.com,,no,no,no,no,not_probed,,97987,20.0
do_not_prioritize_now,50.4,SENIQ,seniqbrand.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.02,51.7824,no,yes,US,https://www.seniqbrand.com,,no,no,no,no,not_probed,,77296,20.0
do_not_prioritize_now,50.4,SophieGrace,sophiegrace.ca,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.02,51.7143,no,yes,US,https://www.sophiegrace.ca,,no,no,no,no,not_probed,,116467,20.0
do_not_prioritize_now,50.4,Abbey Glass,abbey-glass.com,unknown,no,yes,general_womenswear,Clothing,Clothing,16.00,0.11,13.8842,yes,yes,US,https://www.abbey-glass.com,,no,no,no,no,not_probed,,60905,20.0
do_not_prioritize_now,50.4,Vintage Havana,vintagehavana.com,unknown,no,no,,Clothing,Clothing,100.00,0.27,54.4253,yes,yes,US,https://www.vintagehavana.com,,no,no,no,no,not_probed,,91777,0.0
do_not_prioritize_now,50.4,Measure & Made,measureandmade.com,unknown,no,no,,Clothing,Clothing,100.00,0.27,60.27,yes,yes,US,https://www.measureandmade.com,,no,no,no,no,not_probed,,91301,0.0
do_not_prioritize_now,50.4,Paneros Clothing,panerosclothing.com,unknown,no,no,,Clothing,Clothing,100.00,0.27,60.0138,yes,yes,US,https://panerosclothing.com,,no,no,no,no,not_probed,,52687,0.0
do_not_prioritize_now,50.3,Tara Grinna,taragrinna.com,unknown,no,no,,Clothing,Clothing,76.47,1.57,44.6552,no,yes,US,https://taragrinna.com,,no,no,no,no,not_probed,,89129,0.0
do_not_prioritize_now,50.2,Fanm Mon,fanmmon.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.01,51.6856,no,yes,US,https://fanmmon.com,,no,no,no,no,not_probed,,96005,20.0
do_not_prioritize_now,50.2,Recreational Habits,recreationalhabits.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.01,51.7521,no,yes,US,https://recreationalhabits.com,,no,no,no,no,not_probed,,113074,20.0
do_not_prioritize_now,50.2,Speakeasy Travel Supply,speakeasytravelsupply.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.01,0,no,yes,US,https://speakeasytravelsupply.com,,no,no,no,no,not_probed,,93143,20.0
do_not_prioritize_now,50.2,Alana Eve,shopalanaeve.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.01,0,no,yes,US,https://www.shopalanaeve.com,,no,no,no,no,not_probed,,43189,20.0
do_not_prioritize_now,50.2,Mabel's Labels,mabelslabels.com,unknown,no,no,,Tourism & Attractions,Clothing|FMCG|Gifts & Flowers|Green (Eco friendly)|Home & Garden|Sports Equipment|Education Training & Recruitment|Tourism & Attractions,99.89,0.26,59.9613,yes,yes,US,https://www.mabelslabels.com,,no,no,no,no,not_probed,,88357,0.0
do_not_prioritize_now,50.0,Atelier Delphine Affiliates,atelierdelphine.com,unknown,no,yes,general_womenswear,Clothing,Clothing,25.00,3.86,49.4452,no,no,US,https://atelierdelphine.com/,,no,no,no,no,not_probed,,118667,20.0
do_not_prioritize_now,50.0,Marysia,marysiaswim.com,unknown,no,yes,swim_shapewear;general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://marysiaswim.com,,no,no,no,no,not_probed,,89001,25.0
do_not_prioritize_now,50.0,Subset,wearsubset.com,unknown,no,no,,Clothing,Clothing,100.00,0.25,56.1351,yes,yes,US,https://wearsubset.com,,no,no,no,no,not_probed,,86665,0.0
do_not_prioritize_now,50.0,Wacoal,wacoal-america.com,unknown,no,no,,Clothing,Clothing|Clothing Accessories,100.00,0.25,54.2097,yes,yes,US,https://www.wacoal-america.com,,no,no,no,no,not_probed,,92241,0.0
do_not_prioritize_now,50.0,Tipsy Elves LLC,tipsyelves.com,unknown,no,no,,Gifts & Flowers,Clothing|Clothing Accessories|Gifts & Flowers,100.00,0.25,52.4917,yes,yes,US,https://www.tipsyelves.com,,no,no,no,no,not_probed,,88661,0.0
do_not_prioritize_now,49.8,"HongKong Yanjiayu Trade Co.,Limited",yanibest.com,unknown,no,no,,Clothing,Clothing,100.00,0.24,61.0238,yes,yes,US,https://www.yanibest.com,,no,no,no,no,not_probed,,85889,0.0
do_not_prioritize_now,49.8,Atlas Grey,shopatlasgrey.com,unknown,no,no,,Clothing,Clothing,100.00,0.24,54.8433,yes,yes,US,https://shopatlasgrey.com,,no,no,no,no,not_probed,,97463,0.0
do_not_prioritize_now,49.6,Tinacustom.com,tinacustom.com,unknown,no,no,,Clothing,Clothing,100.00,0.98,0,no,yes,US,https://tinacustom.com,,no,no,no,no,not_probed,,45451,0.0
do_not_prioritize_now,49.6,Hipstik LLC,hipstiks.com,unknown,no,no,,Clothing,Clothing,100.00,0.23,0,yes,yes,US,https://hipstiks.com/?utm_source=shareasale&utm_medium=affiliate&utm_campaign=general,,no,no,no,no,not_probed,,48577,0.0
do_not_prioritize_now,49.5,ROARI,shoproari.com,unknown,no,no,,Clothing,Clothing,86.36,1.11,51.3005,no,yes,US,https://shoproari.com,,no,no,no,no,not_probed,,53071,0.0
do_not_prioritize_now,49.4,Mestiza New York,mestizanewyork.com,unknown,no,no,,Clothing,Clothing,100.00,0.22,52.0817,yes,yes,US,https://mestizanewyork.com,,no,no,no,no,not_probed,,95873,0.0
do_not_prioritize_now,49.4,Friend + Folk (US),friend-folk.myshopify.com,unknown,no,no,,Clothing,Clothing,100.00,0.72,74.9606,yes,no,US,http://friend-folk.myshopify.com/,,no,no,no,no,not_probed,,118897,0.0
do_not_prioritize_now,49.4,Mommesilk,mommesilk.com,unknown,no,no,,Clothing,Clothing,94.87,0.27,52.3298,yes,yes,US,https://www.mommesilk.com,,no,no,no,no,not_probed,,93785,0.0
do_not_prioritize_now,49.2,Thousand Fell,thousandfell.com,unknown,no,no,,Clothing,Clothing,100.00,0.21,53.2556,yes,yes,US,https://www.thousandfell.com,,no,no,no,no,not_probed,,83097,0.0
do_not_prioritize_now,49.2,The Loyalist,rengglistudio.com,unknown,no,no,,Clothing,Clothing,100.00,0.21,0,yes,yes,US,https://rengglistudio.com,,no,no,no,no,not_probed,,78620,0.0
do_not_prioritize_now,49.2,SELDOM SEEN STYLES,seldomseenstyles.com,unknown,no,no,,Clothing,Clothing,100.00,0.71,65.0714,yes,no,US,https://seldomseenstyles.com/,,no,no,no,no,not_probed,,120726,0.0
do_not_prioritize_now,49.0,Charmo,mycharmo.com,unknown,no,no,,Clothing,Clothing,100.00,0.20,0,yes,yes,US,https://mycharmo.com,,no,no,no,no,not_probed,,80591,0.0
do_not_prioritize_now,49.0,LUCY PARIS,lucyparis.com,unknown,no,no,,Clothing,Clothing,100.00,0.95,61.2156,no,yes,US,https://www.lucyparis.com,,no,no,no,no,not_probed,,90781,0.0
do_not_prioritize_now,49.0,Fox Creek Leather,foxcreekleather.com,unknown,no,no,,Clothing,Clothing,100.00,0.20,55.2113,yes,yes,US,https://www.foxcreekleather.com,,no,no,no,no,not_probed,,88575,0.0
do_not_prioritize_now,49.0,Willkie's,shopwillkies.com,unknown,no,no,,Clothing,Clothing,100.00,0.20,52.5106,yes,yes,US,https://shopwillkies.com,https://shopwillkies.com/products/baby-lula-bloomer-rosepanel-cream | https://shopwillkies.com/products/baby-dora-blouse-lilac | https://shopwillkies.com/products/baby-gigi-bubble-studio-calico-cream,no,no,no,no,home_ok,,95111,0.0
do_not_prioritize_now,49.0,Tucann,tucann.com,unknown,no,no,,Clothing,Clothing,100.00,0.20,58.519,yes,yes,US,https://www.tucann.com,,no,no,no,no,not_probed,,91005,0.0
do_not_prioritize_now,49.0,Seymoure Luxury Group,seymouregloves.com,unknown,no,no,,Clothing,Clothing,100.00,0.20,68.491,yes,yes,US,https://www.seymouregloves.com,,no,no,no,no,not_probed,,96011,0.0
do_not_prioritize_now,49.0,OLEADA,oleadanyc.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing Accessories|Gifts & Flowers|Womenswear,69.83,2.06,39.3145,no,yes,US,https://oleadanyc.com,,no,no,no,no,not_probed,,96043,0.0
do_not_prioritize_now,48.9,Warby Parker (US),warbyparker.com,unknown,no,yes,bottoms_denim_active;general_womenswear,Clothing Accessories,Clothing Accessories|Menswear|Sportswear|Womenswear,80.48,0.39,37.8153,yes,no,US,https://www.warbyparker.com/,,no,no,no,no,not_probed,,17226,10.0
do_not_prioritize_now,48.8,Mon Coeur,moncoeur.com,unknown,no,no,,Clothing,Clothing,100.00,0.94,59.0504,no,yes,US,https://www.moncoeur.com,,no,no,no,no,not_probed,,95079,0.0
do_not_prioritize_now,48.8,Winnie and Crew,winnieandcrew.com,unknown,no,no,,Clothing,Clothing,100.00,0.19,0,yes,yes,US,https://winnieandcrew.com,,no,no,no,no,not_probed,,94617,0.0
do_not_prioritize_now,48.8,Johnston and Murphy,johnstonmurphy.com,unknown,no,no,,Clothing,Clothing,100.00,0.19,54.8963,yes,yes,US,https://www.johnstonmurphy.com,,no,no,no,no,not_probed,,88483,0.0
do_not_prioritize_now,48.6,VIAVIA,viavia.live,unknown,no,no,,Clothing,Clothing,100.00,0.18,0,yes,yes,US,https://www.viavia.live,,no,no,no,no,not_probed,,65876,0.0
do_not_prioritize_now,48.6,"80eighty, llc",80eighty.com,unknown,no,no,,Clothing,Clothing,100.00,0.18,0,yes,yes,US,https://80eighty.com,,no,no,no,no,not_probed,,90407,0.0
do_not_prioritize_now,48.5,Conscious Step,consciousstep.com,unknown,no,no,,Clothing,Clothing,98.45,0.19,88.3229,yes,yes,US,https://consciousstep.com,,no,no,no,no,not_probed,,81099,0.0
do_not_prioritize_now,48.4,THELIFESTYLEDCO,thelifestyledco.com,unknown,no,no,,Clothing,Clothing,100.00,0.17,52.192,yes,yes,US,https://www.thelifestyledco.com,,no,no,no,no,not_probed,,79784,0.0
do_not_prioritize_now,48.4,Aetrex,aetrex.com,unknown,no,no,,Clothing,Clothing,100.00,0.17,54.678,yes,yes,US,https://www.aetrex.com,,no,no,no,no,not_probed,,42935,0.0
do_not_prioritize_now,48.4,The Styled Collection,thestyledcollection.com,unknown,no,no,,Clothing,Clothing,100.00,0.17,54.3914,yes,yes,US,https://thestyledcollection.com,,no,no,no,no,not_probed,,63884,0.0
do_not_prioritize_now,48.4,Manmade Canada,manmadebrand.com,unknown,no,no,,Clothing,Clothing,100.00,0.92,59.5186,no,yes,US,https://manmadebrand.com,,no,no,no,no,not_probed,,81867,0.0
do_not_prioritize_now,48.4,MPG Sport,mpgsport.com,unknown,no,no,,Clothing,Clothing|Sports Equipment,98.90,0.18,54.3407,yes,yes,US,https://www.mpgsport.com,,no,no,no,no,not_probed,,80921,0.0
do_not_prioritize_now,48.4,Beach Riot,beachriot.com,unknown,no,no,,Clothing,Clothing,54.23,0.63,44.3725,yes,yes,US,https://www.beachriot.com,,no,no,no,no,not_probed,,74786,0.0
do_not_prioritize_now,48.2,Puppets and Puppets,puppetsandpuppets.com,unknown,no,no,,Clothing,Clothing,100.00,0.16,51.1284,yes,yes,US,https://puppetsandpuppets.com,,no,no,no,no,not_probed,,37910,0.0
do_not_prioritize_now,48.2,Silicon2,stylekorean.com,unknown,no,no,,Clothing,Clothing|Department Stores,98.89,0.17,73.1773,yes,yes,US,https://www.stylekorean.com,,no,no,no,no,not_probed,,89371,0.0
do_not_prioritize_now,48.1,Sand Dollar Dubai,sanddollardubai.com,unknown,no,no,,Clothing,Clothing,95.28,0.20,52.7937,yes,yes,US,https://www.sanddollardubai.com,,no,no,no,no,not_probed,,61687,0.0
do_not_prioritize_now,47.9,Alex Crane LLC,alexcrane.co,unknown,no,no,,Clothing,Clothing,94.31,0.20,62.5101,yes,yes,US,https://Alexcrane.co,,no,no,no,no,not_probed,,59471,0.0
do_not_prioritize_now,47.8,Yapor,espiritu.com,unknown,no,no,,Clothing,Clothing,100.00,0.89,57.278,no,yes,US,https://www.espiritu.com,,no,no,no,no,not_probed,,81591,0.0
do_not_prioritize_now,47.8,Cotton Candy LA,shop-cottoncandyla.com,unknown,no,no,,Clothing,Clothing,100.00,0.89,61.089,no,yes,US,https://shop-cottoncandyla.com,,no,no,no,no,not_probed,,101361,0.0
do_not_prioritize_now,47.6,Parks Project,parksproject.us,unknown,no,no,,Clothing,Clothing,100.00,0.13,55.3048,yes,yes,US,https://www.parksproject.us,,no,no,no,no,not_probed,,51841,0.0
do_not_prioritize_now,47.6,Hari Mari,harimari.com,unknown,no,no,,Clothing,Clothing,100.00,0.13,53.7785,yes,yes,US,https://www.harimari.com,,no,no,no,no,not_probed,,88515,0.0
do_not_prioritize_now,47.6,Gunny Sack and Co,gunnysackandco.com,unknown,no,no,,Clothing,Clothing,100.00,0.13,0,yes,yes,US,https://gunnysackandco.com,,no,no,no,no,not_probed,,90963,0.0
do_not_prioritize_now,47.5,The Business Fashion,thebusinessfashion.com,unknown,no,no,,Clothing,Clothing|Clothing Accessories,88.73,0.74,44.451,yes,no,GB,https://www.thebusinessfashion.com/,,no,no,no,no,not_probed,,78164,0.0
do_not_prioritize_now,47.4,Anna-Kaci,anna-kaci.com,unknown,no,no,,Clothing,Clothing,100.00,0.12,55.1411,yes,yes,US,https://www.anna-kaci.com/collections/every-day-essentials-must-haves,,no,no,no,no,not_probed,,92827,0.0
do_not_prioritize_now,47.4,ceehuteey,ceehuteey.com,unknown,no,no,,Clothing,Clothing,100.00,0.12,53.1938,yes,yes,US,https://www.ceehuteey.com,,no,no,no,no,not_probed,,39114,0.0
do_not_prioritize_now,47.4,Farmers Defense,farmersdefense.com,unknown,no,no,,Clothing,Clothing,100.00,0.87,0,no,yes,US,https://farmersdefense.com/collections/farming-sleeves,,no,no,no,no,not_probed,,97643,0.0
do_not_prioritize_now,47.4,"Guangzhou Yichen Trading Co.,ltd",italymorn.com,unknown,no,no,,Clothing,Clothing,100.00,0.12,52.9443,yes,yes,US,https://italymorn.com/collections/joggers,,no,no,no,no,not_probed,,112584,0.0
do_not_prioritize_now,47.2,Goodnight Macaroon,goodnightmacaroon.co,unknown,no,no,,Clothing,Clothing,100.00,0.11,0,yes,yes,US,https://www.goodnightmacaroon.co,,no,no,no,no,not_probed,,88533,0.0
do_not_prioritize_now,47.2,Flag Shirt,theflagshirt.com,unknown,no,no,,Clothing,Clothing,100.00,0.11,61.2155,yes,yes,US,https://theflagshirt.com,,no,no,no,no,not_probed,,91589,0.0
do_not_prioritize_now,47.2,Makemake Organics,makemakeorganics.com,unknown,no,no,,Clothing,Clothing,100.00,0.11,52.3444,yes,yes,US,https://www.makemakeorganics.com,,no,no,no,no,not_probed,,94641,0.0
do_not_prioritize_now,47.2,Kotn,kotn.com,unknown,no,no,,Clothing,Clothing,99.76,0.11,56.1438,yes,yes,US,https://kotn.com,,no,no,no,no,not_probed,,90345,0.0
do_not_prioritize_now,47.0,Stonz Wear Inc.,stonz.com,unknown,no,no,,Clothing,Clothing,96.17,0.14,53.9085,yes,yes,US,https://www.stonz.com,,no,no,no,no,not_probed,,40718,0.0
do_not_prioritize_now,46.9,Eddie Bauer Kids (US),eddiebauerkids.com,unknown,no,yes,bottoms_denim_active,Clothing,Childrenswear|Clothing|Clothing Accessories|Sportswear|Baby & Toddler,98.45,0.36,69.7496,no,yes,US,https://www.eddiebauerkids.com/,,no,no,no,no,not_probed,,107848,10.0
do_not_prioritize_now,46.9,LUOSOPHY,luosophy.com,unknown,no,no,,Clothing,Clothing,59.46,2.42,34.6361,no,yes,US,https://luosophy.com,,no,no,no,no,not_probed,,55459,0.0
do_not_prioritize_now,46.8,Madeleine Thompson Cashmere,madeleine-thompson.com,unknown,no,no,,Clothing,Clothing,100.00,0.09,51.8681,yes,yes,US,https://www.madeleine-thompson.com,,no,no,no,no,not_probed,,67168,0.0
do_not_prioritize_now,46.8,Mixology Clothing Company,shopmixology.com,unknown,no,no,,Clothing,Clothing,100.00,0.09,53.5121,yes,yes,US,https://www.shopmixology.com/,,no,no,no,no,not_probed,,58699,0.0
do_not_prioritize_now,46.8,MIRTH,mirthcaftans.com,unknown,no,no,,Clothing,Clothing,100.00,0.09,51.9073,yes,yes,US,https://mirthcaftans.com,,no,no,no,no,not_probed,,90719,0.0
do_not_prioritize_now,46.6,STYLOGIC,stylogic.co,unknown,no,yes,general_womenswear,Clothing,Clothing,75.00,0.08,73.159,no,yes,US,https://STYLOGIC.CO,,no,no,no,no,not_probed,,90665,20.0
do_not_prioritize_now,46.6,Want Do | Outdoor Clothing (US),wantdo.com,unknown,no,no,,Clothing,Clothing,100.00,0.08,53.0484,yes,yes,US,https://www.wantdo.com,,no,no,no,no,not_probed,,98479,0.0
do_not_prioritize_now,46.6,OFFHOURS,offhours.co,unknown,no,no,,Clothing,Clothing,100.00,0.08,51.9084,yes,yes,US,https://offhours.co,,no,no,no,no,not_probed,,70542,0.0
do_not_prioritize_now,46.6,Bleuet,bleuetgirl.com,unknown,no,no,,Clothing,Clothing,100.00,0.08,56.2708,yes,yes,US,https://bleuetgirl.com,,no,no,no,no,not_probed,,94849,0.0
do_not_prioritize_now,46.4,KLLY LLC,klly.com,unknown,no,no,,Clothing,Clothing,100.00,0.07,0,yes,yes,US,https://klly.com,,no,no,no,no,not_probed,,53119,0.0
do_not_prioritize_now,46.4,HEARTLOOM,heartloom.com,unknown,no,no,,Clothing,Clothing,100.00,0.07,51.3535,yes,yes,US,https://Heartloom.com,,no,no,no,no,not_probed,,90301,0.0
skip_existing_or_refresh_only,46.2,WILDFANG,wildfang.com,unknown,unknown,no,,Clothing,Clothing,100.00,0.06,52.1172,yes,yes,US,https://www.wildfang.com,,yes,yes,no,no,not_probed,,78308,0.0
do_not_prioritize_now,46.2,Sail to Sable,sailtosable.com,unknown,no,no,,Clothing,Clothing,100.00,0.06,51.9674,yes,yes,US,https://www.sailtosable.com,,no,no,no,no,not_probed,,89225,0.0
do_not_prioritize_now,46.1,Mission,mission.com,unknown,no,no,,Clothing,Clothing,96.57,0.09,57.4506,yes,yes,US,https://mission.com,,no,no,no,no,not_probed,,51751,0.0
do_not_prioritize_now,46.0,Crickle Daisy,crickledaisy.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,51.5025,yes,yes,US,https://Crickledaisy.com,,no,no,no,no,not_probed,,99171,0.0
do_not_prioritize_now,46.0,Maven Thread,maventhread.com,unknown,no,no,,Clothing,Clothing,100.00,0.05,84.7277,yes,yes,US,https://www.maventhread.com,,no,no,no,no,not_probed,,93827,0.0
do_not_prioritize_now,45.9,ORORO,ororowear.com,unknown,no,no,,Clothing,Clothing,98.60,0.56,58.0083,yes,no,US,https://www.ororowear.com,,no,no,no,no,not_probed,,88973,0.0
do_not_prioritize_now,45.8,Orchard Yarn & Thread Co. Inc.,lionbrand.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,51.762,yes,yes,US,https://www.lionbrand.com,,no,no,no,no,not_probed,,81645,0.0
do_not_prioritize_now,45.8,Southern Shirt,southernshirt.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,51.13,yes,yes,US,https://southernshirt.com,,no,no,no,no,not_probed,,90159,0.0
do_not_prioritize_now,45.8,SANS MATIN,sansmatin.com,unknown,no,no,,Clothing,Clothing,100.00,0.54,50.1639,yes,no,US,https://sansmatin.com,,no,no,no,no,not_probed,,61595,0.0
do_not_prioritize_now,45.8,United Monograms,united-monograms.com,unknown,no,no,,Clothing,Clothing,100.00,0.04,51.6692,yes,yes,US,https://www.united-monograms.com,,no,no,no,no,not_probed,,76476,0.0
