priority,merchant_group,merchant_group_id,primary_domains,triage_bucket,reason,pricing,source_rows,review_photo_check,avg_conversion_rate_examples,avg_commission_rate_examples,avg_order_value_examples,calibration_batch_order,category_evidence_url,sample_pdp_urls,size_importance,size_basis,reviews_present,photo_reviews,review_provider,review_photo_evidence,ships_to_country_codes,shipping_geo_status,shipping_geo_evidence_url,shipping_geo_evidence_basis,primary_market_country,product_url_geo_inheritance,scrape_feasibility,anti_bot_or_login_notes,next_action,checked_at
P1,Anthropologie,3933,anthropologie.co.uk; anthropologie.com; anthropologie.eu; de.anthropologie.eu; images.anthropologie.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.46%,2.96%,$88.85,2,,,yes,homepage exposes size or fit language,unknown,unknown,unknown,,DE|EU|GB|US,known_country_list,https://anthropologie.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://www.anthropologie.com/,merchant_specific_manual_review,2026-05-27T14:45:48.822Z
P1,ASOS,3963,asos.com; asos.com.au; asos.de; asos.fr; fashion.asos.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,3.36%,2.9%,$35.9,3,,,unknown,,unknown,unknown,unknown,,AU|DE|FR|US,known_country_list,https://asos.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://www.asos.com/?,merchant_specific_manual_review,2026-05-27T14:45:50.257Z
P1,Athleta,9675,athleta.gap.com; athleta.gapcanada.ca,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,6.82%,2.11%,$132.58,,https://athleta.gap.com/browse/new/all-womens?cid=3043230&nav=meganav%3ANew%3AFeatured%20Shops%3AShop%20All%20Women%27s,,unknown,,unknown,unknown,,,CA|US,known_country_list,https://athleta.gap.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://athleta.gap.com/,merchant_specific_manual_review,2026-05-27T14:45:53.726Z
P1,Backcountry.com,1116,backcountry.com; content.backcountry.com; thegoat.backcountry.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,0.66%,1.11%,$172.44,,,,yes,homepage exposes size or fit language,unknown,unknown,unknown,,US,market_specific_url,https://backcountry.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://www.backcountry.com/,merchant_specific_manual_review,2026-05-27T14:45:59.188Z
P1,Banana Republic,1268,bananarepublic.com.au; bananarepublic.eu; bananarepublic.gap.com; bananarepublic.gapcanada.ca,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,4.19%,2.97%,$124.46,4,https://bananarepublic.gap.com/browse/women/womens-skirts?cid=3053418&nav=meganav%3AWOMEN%3AWOMEN%27S%20CLOTHING%3AShorts,,unknown,,unknown,unknown,,,AU|CA|EU|US,known_country_list,"https://bananarepublic.gap.com/customerService/info.do?cid=80740&cs=shipping_and_handling&mlink=55298,1,footer_Shipping",shipping_policy,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://bananarepublic.gap.com/,merchant_specific_manual_review,2026-05-27T14:46:00.751Z
P1,Bloomingdale's,1284,bloomingdales.ae; bloomingdales.com; e.bloomingdales.com; ebm.e.bloomingdales.com; fashion.bloomingdales.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.76%,2.1%,$193.15,,,,unknown,,unknown,unknown,unknown,,AE|US,known_country_list,https://bloomingdales.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://www.bloomingdales.com/,merchant_specific_manual_review,2026-05-27T14:46:03.945Z
P1,boohoo,4031,au.boohoo.com; boohoo.com; ca.boohoo.com; de.boohoo.com; dk.boohoo.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,5,https://www.boohoo.com/categories/womens-collections-activewear,https://www.boohoo.com/product/dsgn-studio-dsgn-studio-highwaist-sculpt-wrap-waist-legging_xtt00301?colour=black | https://www.boohoo.com/product/boohoo-tall-cotton-jersey-folded-waistband-yoga-flares_gzz76087?colour=black | https://www.boohoo.com/product/dsgn-studio-dsgn-studio-sculpt-high-waist-deep-waistband-legging_xtt00052?colour=navy,yes,sampled PDP/category pages expose size or fit language,yes,yes,Bazaarvoice,https://www.boohoo.com/product/dsgn-studio-dsgn-studio-highwaist-sculpt-wrap-waist-legging_xtt00301?colour=black | https://www.boohoo.com/product/boohoo-tall-cotton-jersey-folded-waistband-yoga-flares_gzz76087?colour=black | https://www.boohoo.com/product/dsgn-studio-dsgn-studio-sculpt-high-waist-deep-waistband-legging_xtt00052?colour=navy,AU|CA|DE|FR|GB|IE|NL|SE|US,known_country_list,https://www.boohoo.com/pages/informational/premier-delivery,shipping_policy,US,merchant_level_ok,triage_candidate,,hold_until_full_sovrn_triage_complete,2026-05-27T14:46:07.736Z
P1,Boohoo.com NO,51287,boohoo.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,https://www.boohoo.com/categories/womens-collections-activewear,https://www.boohoo.com/product/dsgn-studio-dsgn-studio-highwaist-sculpt-wrap-waist-legging_xtt00301?colour=black | https://www.boohoo.com/product/boohoo-tall-cotton-jersey-folded-waistband-yoga-flares_gzz76087?colour=black | https://www.boohoo.com/product/dsgn-studio-dsgn-studio-sculpt-high-waist-deep-waistband-legging_xtt00052?colour=navy,yes,sampled PDP/category pages expose size or fit language,yes,yes,Bazaarvoice,https://www.boohoo.com/product/dsgn-studio-dsgn-studio-highwaist-sculpt-wrap-waist-legging_xtt00301?colour=black | https://www.boohoo.com/product/boohoo-tall-cotton-jersey-folded-waistband-yoga-flares_gzz76087?colour=black | https://www.boohoo.com/product/dsgn-studio-dsgn-studio-sculpt-high-waist-deep-waistband-legging_xtt00052?colour=navy,AU|DE|FR|GB|IE|NL|SE|US,known_country_list,https://www.boohoo.com/pages/informational/premier-delivery,shipping_policy,US,merchant_level_ok,triage_candidate,,hold_until_full_sovrn_triage_complete,2026-05-27T14:46:09.367Z
P1,boohooman.com,85942,boohooman.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,8.5%,3.0%,$119.5,,https://www.boohooman.com/categories/womens,https://www.boohooman.com/product/boohoo-strappy-cami-vest-top-and-sweat-short-set_hzz55717?colour=black | https://www.boohooman.com/product/boohoo-linen-look-tie-front-top-wide-leg-trouser-co-ord_hzz45356?colour=lemon | https://www.boohooman.com/product/boohoo-slub-raglan-sleeve-fitted-top_hzz57302?colour=red,yes,sampled PDP/category pages expose size or fit language,yes,yes,Bazaarvoice,https://www.boohooman.com/product/boohoo-strappy-cami-vest-top-and-sweat-short-set_hzz55717?colour=black | https://www.boohooman.com/product/boohoo-linen-look-tie-front-top-wide-leg-trouser-co-ord_hzz45356?colour=lemon | https://www.boohooman.com/product/boohoo-slub-raglan-sleeve-fitted-top_hzz57302?colour=red,AU|BE|CA|DE|FR|GB|IE|NL|US,known_country_list,https://www.boohooman.com/pages/informational/premier-delivery,shipping_policy,US,merchant_level_ok,triage_candidate,,hold_until_full_sovrn_triage_complete,2026-05-27T14:46:22.288Z
P1,Bright & Bold Swim (US),281254,brightboldswim.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,https://brightboldswim.com/account,,yes,sampled PDP/category pages expose size or fit language,yes,unknown_sample_too_small,Loox; Shopify Product Reviews,,US,market_specific_url,https://brightboldswim.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://brightboldswim.com/,merchant_specific_manual_review,2026-05-27T14:46:53.135Z
P1,Chico's,2102,chicos.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,6.95%,1.24%,$71.78,6,https://www.chicos.com/store/category/dresses/cat40004,https://www.chicos.com/store/product/printed-cotton-linen-belted-dress/570409483?inseam=regular&sizeType=regular&color=6913&catId=cat40004&collectionId=category&queryId=74d98189e9fc045f338491e03320f05c&indexName=prod_chs_products&parentId=196536756143 | https://www.chicos.com/store/product/faux-satin-sleeveless-dress/570411785?inseam=regular&sizeType=regular&color=7031&catId=cat40004&collectionId=category&queryId=74d98189e9fc045f338491e03320f05c&indexName=prod_chs_products&parentId=196536843485 | https://www.chicos.com/store/product/embroidered-jacquard-belted-dress/570411043?inseam=regular&sizeType=regular&color=6913&catId=cat40004&collectionId=category&queryId=74d98189e9fc045f338491e03320f05c&indexName=prod_chs_products&parentId=196536910262,yes,sampled PDP/category pages expose size or fit language,yes,unknown_sample_too_small,Bazaarvoice,,US,market_specific_url,https://www.chicos.com/store/order-lookup,shipping_policy,US,merchant_level_ok,triage_candidate,,hold_until_full_sovrn_triage_complete,2026-05-27T14:46:54.417Z
P1,Chico's Off The Rack,113401,chicosofftherack.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,https://www.chicos.com/store/category/dresses/cat40004,https://www.chicos.com/store/product/printed-cotton-linen-belted-dress/570409483?inseam=regular&sizeType=regular&color=6913&catId=cat40004&collectionId=category&queryId=a43a2118a1fd3fc98d189c8556dea97d&indexName=prod_chs_products&parentId=196536756143 | https://www.chicos.com/store/product/faux-satin-sleeveless-dress/570411785?inseam=regular&sizeType=regular&color=7031&catId=cat40004&collectionId=category&queryId=a43a2118a1fd3fc98d189c8556dea97d&indexName=prod_chs_products&parentId=196536843485 | https://www.chicos.com/store/product/embroidered-jacquard-belted-dress/570411043?inseam=regular&sizeType=regular&color=6913&catId=cat40004&collectionId=category&queryId=a43a2118a1fd3fc98d189c8556dea97d&indexName=prod_chs_products&parentId=196536910262,yes,sampled PDP/category pages expose size or fit language,yes,unknown_sample_too_small,Bazaarvoice,,US,market_specific_url,https://www.chicos.com/store/order-lookup,shipping_policy,US,merchant_level_ok,triage_candidate,,hold_until_full_sovrn_triage_complete,2026-05-27T14:46:57.053Z
P1,Columbia Sportswear,2372,columbia.com; columbia.com.tr; columbia.mx,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.41%,4.95%,$50.79,,https://www.columbia.com/c/womens/,,unknown,,unknown,unknown,,,US,market_specific_url,https://columbia.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://www.columbia.com/,merchant_specific_manual_review,2026-05-27T14:47:08.869Z
P1,ColumbiaSportswear,87796,columbiasportswear.ca; columbiasportswear.co.uk; columbiasportswear.de; columbiasportswear.es; columbiasportswear.fr,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,https://www.columbiasportswear.ca/en/c/womens-skirts-dresses/?icpa=hp&icid=subhero&icsa=ALL&prid=dresses&icst=nonpr&crid=dresses-shopall&icca=img,,unknown,,unknown,unknown,,,CA|DE|FR|GB,known_country_list,https://columbiasportswear.ca,storefront_locale,CA,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://www.columbiasportswear.ca/,merchant_specific_manual_review,2026-05-27T14:47:22.736Z
P1,Dick's Sporting Goods,3738,dickssportinggoods.com; e.dickssportinggoods.com; launch.dickssportinggoods.com; m.dickssportinggoods.com; stores.dickssportinggoods.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,yes,homepage exposes size or fit language,unknown,unknown,unknown,,US,market_specific_url,https://dickssportinggoods.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://www.dickssportinggoods.com/,merchant_specific_manual_review,2026-05-27T14:47:22.737Z
P1,DSW.com,1298,dsw.ca; dsw.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.79%,4.28%,$125.0,,,,yes,homepage exposes size or fit language,unknown,unknown,unknown,,CA|US,known_country_list,https://dsw.com,storefront_locale,US,merchant_level_ok,needs_manual_category_confirmation,,manual_category_confirmation,2026-05-27T14:47:25.477Z
P1,Eddie Bauer,2305,eddiebauer.ca; eddiebauer.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,https://www.eddiebauer.com/products/womens-flexion-lined-2-pant-23551036?variant=42884156686403,,unknown,,unknown,unknown,,,CA|US,known_country_list,https://eddiebauer.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://www.eddiebauer.com/,merchant_specific_manual_review,2026-05-27T14:47:27.067Z
P1,Eddie Bauer - Outdoor Freizeitbekleidung,50313,eddiebauer.de,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,unknown,,unknown,unknown,,,,unknown,,,DE,unknown,blocked_or_unreachable,"Error: page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://eddiebauer.de/ Call log: [2m  - navigating to ""https://eddiebauer.de/"", waiting until ""domcontentloaded""[22m ",verify_category_reviews_shipping,2026-05-27T14:47:31.261Z
P1,eloquii,35477,eloquii.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,5.94%,8.0%,$134.89,,https://www.eloquii.com/zq/tops-and-sweaters/shirts-and-blouses/,,unknown,,unknown,unknown,,,US,market_specific_url,https://www.eloquii.com/zq/new/?ICID=NB|40OFF|CTA1|6-5-2023,shipping_policy,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://www.eloquii.com/,merchant_specific_manual_review,2026-05-27T14:47:31.698Z
P1,Everlane,43998,ca.everlane.com; everlane.com; link.everlane.com; tumblr.everlane.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,3.06%,4.0%,$215.38,7,https://www.everlane.com/collections/womens-dresses,,unknown,,unknown,unknown,,,AU|CA|GB|US,known_country_list,https://support.everlane.com/en_us/what-are-your-shipping-methods-HJkCniTXel,shipping_policy,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://www.everlane.com/,merchant_specific_manual_review,2026-05-27T14:47:32.469Z
P1,Express Clothing,2501,express.com; stores.express.com; t.em.express.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,6.46%,0.92%,$96.26,8,https://www.express.com/womens-clothing/dresses/cat550007?ICID=SEARCH_TRENDING_W_DRESSES&title=Women%27s%20Dresses&category=trending-search,,unknown,,unknown,unknown,,,CA|US,known_country_list,https://www.express.com/g/modal/disclaimer/free-shipping-details,shipping_policy,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://www.express.com/,merchant_specific_manual_review,2026-05-27T14:47:43.557Z
P1,Free People,19789,freepeople.cn; freepeople.com; images.freepeople.com; images2.freepeople.com; images5.freepeople.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,5.94%,2.0%,$45.52,,,,yes,homepage exposes size or fit language,unknown,unknown,unknown,,US,market_specific_url,https://freepeople.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://www.freepeople.com/,merchant_specific_manual_review,2026-05-27T14:47:44.618Z
P1,GAP,1001,athleta.gap.com; bananarepublic.gap.co.uk; bananarepublic.gap.com; gap-italia.it; gap.ae,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,6.03%,3.64%,$57.23,,https://bananarepublic.gap.com/browse/women/womens-skirts?cid=3053418&nav=meganav%3AWOMEN%3AWOMEN%27S%20CLOTHING%3AShorts,,unknown,,unknown,unknown,,,AE|GB|US,known_country_list,https://bananarepublic.gap.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://bananarepublic.gap.com/,merchant_specific_manual_review,2026-05-27T14:47:46.094Z
P1,H&M,37370,hm.com; m.hm.com; m2.hm.com; tablet.hm.com; www2.hm.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,25.41%,1.97%,$17.88,9,,,unknown,,unknown,unknown,unknown,,US,market_specific_url,https://www2.hm.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://www2.hm.com/,merchant_specific_manual_review,2026-05-27T14:47:49.946Z
P1,H&M.com AE SA KW EG,224554,ae.hm.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,https://ae.hm.com/en/shop-offer/special-offer-30/women,,yes,sampled PDP/category pages expose size or fit language,unknown,unknown,unknown,,AE|US,known_country_list,https://ae.hm.com,storefront_locale,AE,merchant_level_ok,category_confirmed_review_unknown,,manual_review_provider_confirmation,2026-05-27T14:47:53.027Z
P1,J. Crew,1108,factory.jcrew.com; hello.jcrew.com; images.jcrew.com; jcrew.com; jobs.jcrew.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.0%,1.26%,$76.67,10,,,unknown,,unknown,unknown,unknown,,US,market_specific_url,https://jcrew.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://www.jcrew.com/,merchant_specific_manual_review,2026-05-27T14:47:53.058Z
P1,JCPenney,380,angel.jcpenney.com; assistive.jcpenney.com; associatekiosk.jcpenney.com; e.jcpenney.com; extapps.jcpenney.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,0.35%,2.95%,$462.34,,,,unknown,,unknown,unknown,,,,unknown,,,US,unknown,blocked_or_unreachable,"Error: page.goto: net::ERR_NAME_NOT_RESOLVED at https://angel.jcpenney.com/ Call log: [2m  - navigating to ""https://angel.jcpenney.com/"", waiting until ""domcontentloaded""[22m ",verify_category_reviews_shipping,2026-05-27T14:47:55.238Z
P1,Kohl's,1238,apply.kohls.com; corporate.kohls.com; credit.kohls.com; cs.kohls.com; e.kohls.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.88%,4.68%,$66.66,,,,unknown,,unknown,unknown,unknown,,US,market_specific_url,https://cs.kohls.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://cs.kohls.com/,merchant_specific_manual_review,2026-05-27T14:47:55.330Z
P1,L.L.Bean Canada,205307,llbean.ca,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,7.17%,4.0%,$74.53,,https://www.llbean.ca/llb/shop/622?page=womens-pants-and-jeans&srule=newest,,unknown,,unknown,unknown,,,CA|GB,known_country_list,https://www.llbean.ca/llb/shop/510624.html?nav=gn,shipping_policy,CA,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://www.llbean.ca/,merchant_specific_manual_review,2026-05-27T14:47:58.158Z
P1,Land's End,19439,business.landsend.com; canvas.landsend.com; fr.landsend.com; landsend.co.uk; landsend.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.58%,2.52%,$95.03,,,,unknown,,unknown,unknown,unknown,,GB|US,known_country_list,https://landsend.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://www.landsend.com/,merchant_specific_manual_review,2026-05-27T14:47:58.436Z
