priority,merchant_group,merchant_group_id,primary_domains,triage_bucket,reason,pricing,source_rows,review_photo_check,avg_conversion_rate_examples,avg_commission_rate_examples,avg_order_value_examples,calibration_batch_order,category_evidence_url,sample_pdp_urls,size_importance,size_basis,reviews_present,photo_reviews,review_provider,review_photo_evidence,ships_to_country_codes,shipping_geo_status,shipping_geo_evidence_url,shipping_geo_evidence_basis,primary_market_country,product_url_geo_inheritance,scrape_feasibility,anti_bot_or_login_notes,next_action,checked_at
P1,boohoo,4031,au.boohoo.com; boohoo.com; ca.boohoo.com; de.boohoo.com; dk.boohoo.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,5,https://www.boohoo.com/categories/womens-collections-activewear,https://www.boohoo.com/product/dsgn-studio-dsgn-studio-highwaist-sculpt-wrap-waist-legging_xtt00301?colour=black | https://www.boohoo.com/product/boohoo-tall-cotton-jersey-folded-waistband-yoga-flares_gzz76087?colour=black | https://www.boohoo.com/product/dsgn-studio-dsgn-studio-sculpt-high-waist-deep-waistband-legging_xtt00052?colour=navy,yes,sampled PDP/category pages expose size or fit language,yes,yes,Bazaarvoice,https://www.boohoo.com/product/dsgn-studio-dsgn-studio-highwaist-sculpt-wrap-waist-legging_xtt00301?colour=black | https://www.boohoo.com/product/boohoo-tall-cotton-jersey-folded-waistband-yoga-flares_gzz76087?colour=black | https://www.boohoo.com/product/dsgn-studio-dsgn-studio-sculpt-high-waist-deep-waistband-legging_xtt00052?colour=navy,AU|CA|DE|FR|GB|IE|NL|SE|US,known_country_list,https://www.boohoo.com/pages/informational/premier-delivery,shipping_policy,US,merchant_level_ok,triage_candidate,,calibration_verify_category_reviews_shipping,2026-05-27T14:12:42.664Z
P1,Boohoo.com NO,51287,boohoo.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,boohooman.com,85942,boohooman.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,8.5%,3.0%,$119.5,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Bright & Bold Swim (US),281254,brightboldswim.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Chico's,2102,chicos.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,6.95%,1.24%,$71.78,6,https://www.chicos.com/store/category/dresses/cat40004,https://www.chicos.com/store/product/printed-cotton-linen-belted-dress/570409483?inseam=regular&sizeType=regular&color=6913&catId=cat40004&collectionId=category&queryId=4382eed34c2142ee14fb8328f3eedd0b&indexName=prod_chs_products&parentId=196536756143 | https://www.chicos.com/store/product/faux-satin-sleeveless-dress/570411785?inseam=regular&sizeType=regular&color=7031&catId=cat40004&collectionId=category&queryId=4382eed34c2142ee14fb8328f3eedd0b&indexName=prod_chs_products&parentId=196536843485 | https://www.chicos.com/store/product/embroidered-jacquard-belted-dress/570411043?inseam=regular&sizeType=regular&color=6913&catId=cat40004&collectionId=category&queryId=4382eed34c2142ee14fb8328f3eedd0b&indexName=prod_chs_products&parentId=196536910262,yes,sampled PDP/category pages expose size or fit language,yes,unknown_sample_too_small,Bazaarvoice,,US,market_specific_url,https://www.chicos.com/store/order-lookup,shipping_policy,US,merchant_level_ok,triage_candidate,,calibration_verify_category_reviews_shipping,2026-05-27T14:13:09.240Z
P1,Chico's Off The Rack,113401,chicosofftherack.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Columbia Sportswear,2372,columbia.com; columbia.com.tr; columbia.mx,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.41%,4.95%,$50.79,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,ColumbiaSportswear,87796,columbiasportswear.ca; columbiasportswear.co.uk; columbiasportswear.de; columbiasportswear.es; columbiasportswear.fr,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Dick's Sporting Goods,3738,dickssportinggoods.com; e.dickssportinggoods.com; launch.dickssportinggoods.com; m.dickssportinggoods.com; stores.dickssportinggoods.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,DSW.com,1298,dsw.ca; dsw.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.79%,4.28%,$125.0,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Eddie Bauer,2305,eddiebauer.ca; eddiebauer.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Eddie Bauer - Outdoor Freizeitbekleidung,50313,eddiebauer.de,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,eloquii,35477,eloquii.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,5.94%,8.0%,$134.89,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Everlane,43998,ca.everlane.com; everlane.com; link.everlane.com; tumblr.everlane.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,3.06%,4.0%,$215.38,7,https://www.everlane.com/collections/womens-dresses,,unknown,,unknown,unknown,,,AU|CA|GB|US,known_country_list,https://support.everlane.com/en_us/what-are-your-shipping-methods-HJkCniTXel,shipping_policy,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://www.everlane.com/,calibration_verify_category_reviews_shipping,2026-05-27T14:13:32.233Z
P1,Express Clothing,2501,express.com; stores.express.com; t.em.express.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,6.46%,0.92%,$96.26,8,https://www.express.com/womens-clothing/dresses/cat550007?ICID=SEARCH_TRENDING_W_DRESSES&title=Women%27s%20Dresses&category=trending-search,,unknown,,unknown,unknown,,,CA|US,known_country_list,https://www.express.com/g/modal/disclaimer/free-shipping-details,shipping_policy,US,merchant_level_ok,blocked_or_needs_manual_review,possible_block_or_challenge at https://www.express.com/,calibration_verify_category_reviews_shipping,2026-05-27T14:13:45.891Z
P1,Free People,19789,freepeople.cn; freepeople.com; images.freepeople.com; images2.freepeople.com; images5.freepeople.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,5.94%,2.0%,$45.52,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,GAP,1001,athleta.gap.com; bananarepublic.gap.co.uk; bananarepublic.gap.com; gap-italia.it; gap.ae,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,6.03%,3.64%,$57.23,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,H&M,37370,hm.com; m.hm.com; m2.hm.com; tablet.hm.com; www2.hm.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,25.41%,1.97%,$17.88,9,,,unknown,,unknown,unknown,unknown,,US,market_specific_url,https://www2.hm.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://www2.hm.com/,calibration_verify_category_reviews_shipping,2026-05-27T14:13:57.275Z
P1,H&M.com AE SA KW EG,224554,ae.hm.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,J. Crew,1108,factory.jcrew.com; hello.jcrew.com; images.jcrew.com; jcrew.com; jobs.jcrew.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.0%,1.26%,$76.67,10,,,unknown,,unknown,unknown,unknown,,US,market_specific_url,https://jcrew.com,storefront_locale,US,merchant_level_ok,blocked_or_needs_manual_review,http_403 at https://www.jcrew.com/,calibration_verify_category_reviews_shipping,2026-05-27T14:14:00.338Z
P1,JCPenney,380,angel.jcpenney.com; assistive.jcpenney.com; associatekiosk.jcpenney.com; e.jcpenney.com; extapps.jcpenney.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,0.35%,2.95%,$462.34,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Kohl's,1238,apply.kohls.com; corporate.kohls.com; credit.kohls.com; cs.kohls.com; e.kohls.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.88%,4.68%,$66.66,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,L.L.Bean Canada,205307,llbean.ca,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,7.17%,4.0%,$74.53,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Land's End,19439,business.landsend.com; canvas.landsend.com; fr.landsend.com; landsend.co.uk; landsend.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.58%,2.52%,$95.03,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Lane Bryant,1158,cacique.lanebryant.com; catherines.lanebryant.com; fashionbug.lanebryant.com; lanebryant.com; outlet.lanebryant.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,LL Bean,2837,global.llbean.com; llbean.com; m.llbean.com; reviews.llbean.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,7.8%,3.0%,$70.09,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,LOFT,35087,loft.com; outlet.loft.com; stores.loft.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,lululemon,52718,eu.lululemon.com; info.lululemon.com; lululemon.co.uk; lululemon.com; lululemon.com.au,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Macy's,421,l.macys.com; m.macys.com; macys.ca; macys.com; mx.macys.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,4.03%,6.32%,$70.82,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Madewell,4453,m.madewell.com; madewell.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.31%,1.46%,$52.07,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,maurices.com,31558,link.maurices.com; m.maurices.com; maurices.com; shop.maurices.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,20.38%,9.64%,$19.22,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,ModCloth,147,modcloth.com; news.modcloth.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,4.42%,10.0%,$126.36,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Nike,34,agreementservice.svs.nike.com; content.nike.com; elite.nike.com; go.nike.com; help-en-gb.nike.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,0.24%,5.8%,$127.85,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Nordstrom,408,blogs.nordstrom.com; content.nordstrom.com; fromthefloor.nordstrom.com; m.nordstrom.com; m.secure.nordstrom.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.11%,8.75%,$169.99,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Nordstrom Rack,47228,nordstromrack.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,5.57%,3.45%,$128.12,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Old Navy,1305,oldnavy.com; oldnavy.gap.com; oldnavy.gapcanada.ca; oldnavy.mx,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,5.13%,4.54%,$66.09,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Patagonia,19826,eu.patagonia.com; patagonia.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Patagonia.ca,128532,patagonia.ca,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Pretty Little Thing,47982,ie.prettylittlething.com; prettylittlething.ca; prettylittlething.com; prettylittlething.com.au; prettylittlething.fr,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,11.81%,4.36%,$75.73,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,PrettyLittleThing AU,205235,prettylittlething.com.au,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.6%,6.0%,$43.61,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Princess Polly,144221,princesspolly.co.uk; princesspolly.com; princesspolly.com.au; us.princesspolly.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,5.6%,2.18%,$32.99,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Puma,3973,ae.puma.com; ar.puma.com; au.puma.com; br.puma.com; brand.puma.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,0.81%,5.2%,$93.29,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Quince,154840,quince.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.61%,3.0%,$154.36,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Reebok,3068,m.reebok.co.uk; m.reebok.com; reebok.ae; reebok.at; reebok.be,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,0.22%,1.97%,$30.69,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Revolve Clothing,1383,revolve.com; revolveclothing.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,0.66%,10.0%,$205.59,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Saks Fifth Avenue,228,m.saks.com; saks.com; saksfifthavenue.com; sakspov.saksfifthavenue.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.59%,1.93%,$361.3,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P1,Saks Fifth Avenue OFF 5TH,44173,locations.saksoff5th.com; m.saksoff5th.com; news.saksoff5th.com; saksoff5th.com,target_womens_fit_apparel_candidate,Known apparel/footwear/swim/intimates merchant where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
